Sales ID,Order Date,Product ID,Customer ID,Store ID,Quantity,Sales Amount,Discount,Net Sales,Cost,Profit,Payment Mode
SAL0006140,12/1/2022,PROD00086,CUST02645,STR004,7,9213.89,2303.47,6910.42,6564.9,345.520875,Wallet
SAL0008225,12/1/2022,PROD00154,CUST01639,STR037,8,166525.36,34970.33,131555.03,88141.87,43413.16135,Cash
SAL0009014,12/1/2022,PROD00125,CUST01152,STR048,3,9527.28,2191.27,7336.01,6162.24,1173.760896,UPI
SAL0009179,12/1/2022,PROD00003,CUST01812,STR013,10,18493.7,3883.68,14610.02,13441.22,1168.80184,Cash
SAL0009693,12/1/2022,PROD00038,CUST02563,STR019,5,424972.65,42497.27,382475.39,302155.55,80319.83085,UPI
SAL0004968,12/2/2022,PROD00034,CUST00566,STR034,7,670136.18,140728.6,529407.58,375879.38,153528.1988,UPI
SAL0005573,12/2/2022,PROD00011,CUST00673,STR022,6,934.56,168.22,766.34,590.08,176.258016,Card
SAL0009309,12/2/2022,PROD00084,CUST02652,STR049,4,3991.8,598.77,3393.03,2578.7,814.3272,Wallet
SAL0000140,12/3/2022,PROD00166,CUST00119,STR041,3,29105.85,4656.94,24448.91,23226.47,1222.4457,UPI
SAL0002304,12/3/2022,PROD00119,CUST00396,STR026,4,29437.08,2943.71,26493.37,23049.23,3444.13836,Card
SAL0009214,12/3/2022,PROD00024,CUST00814,STR012,4,380815.84,83779.48,297036.36,267332.72,29703.63552,Cash
SAL0001963,12/4/2022,PROD00109,CUST02754,STR034,7,63770.56,8927.88,54842.68,48261.56,6581.121792,Card
SAL0003342,12/4/2022,PROD00101,CUST02845,STR006,8,113957.36,12535.31,101422.05,90265.62,11156.42554,UPI
SAL0009578,12/4/2022,PROD00146,CUST00929,STR009,1,1176.84,188.29,988.55,889.69,98.85456,Wallet
SAL0002996,12/5/2022,PROD00017,CUST00900,STR042,5,3533.4,424.01,3109.39,2176.57,932.8176,Card
SAL0003084,12/5/2022,PROD00002,CUST02680,STR011,3,553.11,60.84,492.27,443.04,49.22679,Cash
SAL0003221,12/5/2022,PROD00031,CUST02915,STR021,6,171854.4,37807.97,134046.43,116620.4,17426.03616,UPI
SAL0006787,12/5/2022,PROD00141,CUST01896,STR011,5,6942.5,1388.5,5554,3998.88,1555.12,Cash
SAL0006894,12/5/2022,PROD00153,CUST01141,STR005,1,7528.34,602.27,6926.07,5263.82,1662.257472,UPI
SAL0007250,12/5/2022,PROD00133,CUST00222,STR046,2,11056.12,2653.47,8402.65,5545.75,2856.901408,UPI
SAL0000771,12/6/2022,PROD00091,CUST02431,STR025,5,7035.9,703.59,6332.31,5635.76,696.5541,UPI
SAL0002251,12/6/2022,PROD00010,CUST00163,STR008,5,1230.35,221.46,1008.89,867.64,141.24418,Cash
SAL0005334,12/6/2022,PROD00134,CUST00494,STR050,2,19833.46,2776.68,17056.78,12280.88,4775.897168,UPI
SAL0006768,12/6/2022,PROD00035,CUST01989,STR043,5,365498.6,69444.73,296053.87,278290.63,17763.23196,Card
SAL0007604,12/6/2022,PROD00099,CUST02450,STR009,10,16555.7,3145.58,13410.12,12069.11,1341.0117,Cash
SAL0000137,12/7/2022,PROD00044,CUST00117,STR039,4,134745.4,28296.53,106448.87,77707.67,28741.19382,UPI
SAL0002382,12/7/2022,PROD00142,CUST02941,STR031,10,9383.1,1313.63,8069.47,7262.52,806.9466,UPI
SAL0002468,12/7/2022,PROD00085,CUST00936,STR032,4,5692.84,910.85,4781.99,4495.07,286.919136,Card
SAL0003344,12/7/2022,PROD00004,CUST02855,STR050,5,7745.8,1239.33,6506.47,5790.76,715.71192,UPI
SAL0003495,12/7/2022,PROD00095,CUST01774,STR005,3,4301.58,344.13,3957.45,3324.26,633.192576,UPI
SAL0004184,12/7/2022,PROD00058,CUST00230,STR027,8,452418.64,72386.98,380031.66,258421.53,121610.1304,UPI
SAL0007656,12/7/2022,PROD00075,CUST01933,STR009,2,220.16,30.82,189.34,155.26,34.080768,Card
SAL0008978,12/7/2022,PROD00012,CUST02365,STR007,9,409.14,32.73,376.41,293.6,82.809936,Card
SAL0000607,12/8/2022,PROD00093,CUST02265,STR044,4,5934.08,593.41,5340.67,4058.91,1281.76128,UPI
SAL0002609,12/8/2022,PROD00165,CUST01458,STR011,8,110137.84,17622.05,92515.79,81413.89,11101.89427,Wallet
SAL0004800,12/9/2022,PROD00148,CUST02483,STR006,7,5525.1,442.01,5083.09,3354.84,1728.25128,Card
SAL0005602,12/9/2022,PROD00035,CUST00024,STR014,8,584797.76,140351.46,444446.3,342223.65,102222.6484,UPI
SAL0000819,12/10/2022,PROD00043,CUST00807,STR020,3,26251.8,3150.22,23101.58,21715.49,1386.09504,Card
SAL0006092,12/10/2022,PROD00137,CUST02948,STR031,8,14253.12,2850.62,11402.5,8551.87,2850.624,UPI
SAL0008454,12/10/2022,PROD00071,CUST00688,STR036,2,24057.6,3127.49,20930.11,17371.99,3558.11904,UPI
SAL0009000,12/10/2022,PROD00171,CUST01573,STR030,2,26094.1,3392.23,22701.87,19977.64,2724.22404,UPI
SAL0005808,12/11/2022,PROD00129,CUST01469,STR046,4,35310.92,3531.09,31779.83,28919.64,2860.18452,Cash
SAL0005982,12/11/2022,PROD00156,CUST01862,STR050,2,34890.66,3837.97,31052.69,22047.41,9005.279346,UPI
SAL0006321,12/11/2022,PROD00059,CUST02883,STR032,5,26872.4,3224.69,23647.71,16080.44,7567.26784,UPI
SAL0009236,12/11/2022,PROD00160,CUST01893,STR004,10,224679.3,29208.31,195470.99,164195.63,31275.35856,UPI
SAL0009253,12/11/2022,PROD00047,CUST02643,STR041,10,741344.8,59307.58,682037.22,450144.56,231892.6534,Card
SAL0001218,12/12/2022,PROD00094,CUST02182,STR006,3,3148.77,283.39,2865.38,2693.46,171.922842,UPI
SAL0001568,12/12/2022,PROD00038,CUST02840,STR015,1,84994.53,11899.23,73095.3,59207.19,13888.1062,UPI
SAL0003691,12/12/2022,PROD00013,CUST00224,STR034,7,8768.69,2104.49,6664.2,5664.57,999.63066,UPI
SAL0004676,12/12/2022,PROD00091,CUST00075,STR049,6,8443.08,1013.17,7429.91,6761.22,668.691936,UPI
SAL0005928,12/12/2022,PROD00056,CUST01379,STR029,2,24579.78,4424.36,20155.42,14511.9,5643.517488,Card
SAL0008492,12/12/2022,PROD00007,CUST01408,STR013,3,977.46,195.49,781.97,641.21,140.75424,UPI
SAL0008576,12/12/2022,PROD00108,CUST01537,STR010,6,4738.86,852.99,3885.87,3186.41,699.455736,Card
SAL0008626,12/12/2022,PROD00062,CUST00920,STR004,7,72007.11,14401.42,57605.69,48388.78,9216.91008,Card
SAL0009956,12/12/2022,PROD00058,CUST02262,STR044,6,339313.98,81435.36,257878.62,219196.83,38681.79372,Cash
SAL0003401,12/13/2022,PROD00019,CUST02348,STR006,6,10504.86,1995.92,8508.94,6211.52,2297.412882,UPI
SAL0004187,12/13/2022,PROD00042,CUST00411,STR048,1,68714.38,7558.58,61155.8,47089.96,14065.83359,UPI
SAL0007359,12/13/2022,PROD00037,CUST00415,STR045,5,162542.45,24381.37,138161.08,106384.03,31777.04898,Cash
SAL0008869,12/13/2022,PROD00165,CUST02485,STR008,5,68836.15,9637.06,59199.09,41439.36,17759.7267,UPI
SAL0001588,12/14/2022,PROD00041,CUST02886,STR043,8,626886.24,150452.7,476433.54,333503.48,142930.0627,UPI
SAL0003941,12/14/2022,PROD00096,CUST02819,STR030,8,973.36,223.87,749.49,502.16,247.330776,UPI
SAL0004600,12/14/2022,PROD00132,CUST02060,STR028,10,117342.8,26988.84,90353.96,75897.32,14456.63296,UPI
SAL0006175,12/14/2022,PROD00046,CUST01704,STR022,10,661505.1,99225.77,562279.34,438577.88,123701.4537,UPI
SAL0002370,12/15/2022,PROD00102,CUST00256,STR046,10,162335.7,38960.57,123375.13,108570.12,14805.01584,Cash
SAL0003087,12/15/2022,PROD00094,CUST01925,STR011,3,3148.77,283.39,2865.38,2034.42,830.960403,UPI
SAL0004661,12/15/2022,PROD00128,CUST01538,STR036,8,51591.2,5159.12,46432.08,32502.46,13929.624,UPI
SAL0004787,12/15/2022,PROD00003,CUST02120,STR047,8,14794.96,2811.04,11983.92,9587.13,2396.78352,Cash
SAL0004987,12/15/2022,PROD00067,CUST01941,STR041,4,194636.6,46712.78,147923.82,122776.77,25147.04872,Card
SAL0005163,12/15/2022,PROD00150,CUST00046,STR003,9,114569.82,22913.96,91655.86,66908.77,24747.08112,Cash
SAL0005270,12/15/2022,PROD00097,CUST02955,STR036,4,5662.32,1245.71,4416.61,3400.79,1015.820208,Card
SAL0005748,12/15/2022,PROD00137,CUST01314,STR034,8,14253.12,2850.62,11402.5,7411.62,3990.8736,UPI
SAL0007787,12/15/2022,PROD00084,CUST02272,STR008,2,1995.9,419.14,1576.76,1056.43,520.33113,UPI
SAL0000095,12/16/2022,PROD00089,CUST02767,STR030,4,2570.32,488.36,2081.96,1582.29,499.670208,UPI
SAL0003808,12/16/2022,PROD00146,CUST02764,STR014,5,5884.2,1176.84,4707.36,3860.04,847.3248,UPI
SAL0003940,12/16/2022,PROD00164,CUST02726,STR043,5,26147.85,5491.05,20656.8,14459.76,6197.04045,Card
SAL0005179,12/16/2022,PROD00109,CUST01489,STR039,10,91100.8,10932.1,80168.7,64134.96,16033.7408,Cash
SAL0008560,12/16/2022,PROD00122,CUST00405,STR005,9,161192.43,12895.39,148297.04,111222.78,37074.2589,UPI
SAL0009464,12/16/2022,PROD00112,CUST02613,STR034,9,29551.41,3546.17,26005.24,19243.88,6761.362608,UPI
SAL0000330,12/17/2022,PROD00026,CUST00457,STR029,3,68569.05,13028.12,55540.93,36101.6,19439.32568,Card
SAL0000679,12/17/2022,PROD00012,CUST01876,STR007,4,181.84,36.37,145.47,135.29,10.18304,UPI
SAL0005373,12/17/2022,PROD00140,CUST01641,STR002,9,41400.54,8694.11,32706.43,27800.46,4905.96399,UPI
SAL0009025,12/17/2022,PROD00041,CUST02637,STR037,2,156721.56,20373.8,136347.76,115895.59,20452.16358,Card
SAL0009433,12/17/2022,PROD00033,CUST01499,STR048,2,160365.06,16036.51,144328.55,114019.56,30308.99634,UPI
SAL0009482,12/17/2022,PROD00116,CUST02566,STR015,4,7930.56,1586.11,6344.45,4504.56,1839.88992,Card
SAL0000077,12/18/2022,PROD00160,CUST00801,STR042,6,134807.58,16176.91,118630.67,93718.23,24912.44078,Wallet
SAL0000642,12/18/2022,PROD00123,CUST02443,STR003,4,12226.76,2812.15,9414.61,6496.08,2918.527612,Wallet
SAL0000746,12/18/2022,PROD00135,CUST00490,STR003,3,6717.9,1612.3,5105.6,3624.98,1480.62516,Card
SAL0001321,12/18/2022,PROD00153,CUST01210,STR022,3,22585.02,5194.55,17390.47,12173.33,5217.13962,Cash
SAL0001812,12/18/2022,PROD00153,CUST00293,STR036,1,7528.34,1053.97,6474.37,5956.42,517.949792,UPI
SAL0002501,12/18/2022,PROD00140,CUST00197,STR004,10,46000.6,8280.11,37720.49,32816.83,4903.66396,UPI
SAL0002623,12/18/2022,PROD00128,CUST01818,STR045,6,38693.4,8899.48,29793.92,23239.26,6554.66196,UPI
SAL0003331,12/18/2022,PROD00071,CUST00236,STR040,3,36086.4,3969.5,32116.9,26014.69,6102.21024,UPI
SAL0003998,12/18/2022,PROD00119,CUST00976,STR039,10,73592.7,15454.47,58138.23,39534,18604.23456,Card
SAL0004148,12/18/2022,PROD00029,CUST00579,STR008,3,195907.62,41140.6,154767.02,120718.28,34048.74436,Card
SAL0007396,12/18/2022,PROD00082,CUST00615,STR008,9,13888.71,2222.19,11666.52,10149.87,1516.647132,UPI
SAL0007501,12/18/2022,PROD00096,CUST00658,STR012,4,486.68,48.67,438.01,302.23,135.78372,Wallet
SAL0008053,12/18/2022,PROD00136,CUST00497,STR048,3,18360.48,3488.49,14871.99,13682.23,1189.759104,UPI
SAL0000387,12/19/2022,PROD00049,CUST01959,STR049,5,76398.2,16807.6,59590.6,52439.72,7150.87152,UPI
SAL0000457,12/19/2022,PROD00118,CUST02623,STR004,2,8656.74,1385.08,7271.66,5235.6,2036.065248,UPI
SAL0000487,12/19/2022,PROD00045,CUST01179,STR004,2,23048.16,3687.71,19360.45,14520.34,4840.1136,Card
SAL0001298,12/19/2022,PROD00047,CUST00554,STR019,10,741344.8,148268.96,593075.84,539699.01,53376.8256,Cash
SAL0006155,12/19/2022,PROD00010,CUST02082,STR017,6,1476.42,221.46,1254.96,1066.71,188.24355,Cash
SAL0008584,12/19/2022,PROD00118,CUST01216,STR010,3,12985.11,908.96,12076.15,8091.02,3985.130259,Card
SAL0001032,12/20/2022,PROD00025,CUST01234,STR034,4,293175.68,46908.11,246267.57,162536.6,83730.97421,UPI
SAL0005110,12/20/2022,PROD00125,CUST00135,STR027,2,6351.52,444.61,5906.91,3839.49,2067.41976,Card
SAL0007223,12/20/2022,PROD00033,CUST00704,STR045,8,641460.24,128292.05,513168.19,436192.96,76975.2288,UPI
SAL0007965,12/20/2022,PROD00018,CUST00234,STR011,10,4115.9,493.91,3621.99,3440.89,181.0996,Card
SAL0008220,12/20/2022,PROD00001,CUST01131,STR016,10,5977.3,896.6,5080.71,3607.3,1473.40445,Card
SAL0009163,12/20/2022,PROD00014,CUST00840,STR017,5,8976.75,1077.21,7899.54,5371.69,2527.8528,Wallet
SAL0004188,12/21/2022,PROD00110,CUST02182,STR040,10,102670.8,11293.79,91377.01,60308.83,31068.18408,UPI
SAL0002490,12/22/2022,PROD00058,CUST01592,STR030,5,282761.65,39586.63,243175.02,216425.77,26749.25209,UPI
SAL0003285,12/22/2022,PROD00010,CUST01368,STR043,8,1968.56,196.86,1771.7,1612.25,159.45336,Card
SAL0004713,12/22/2022,PROD00077,CUST02282,STR032,1,550.78,60.59,490.19,362.74,127.450492,UPI
SAL0003277,12/23/2022,PROD00074,CUST01011,STR036,2,124111.38,19857.82,104253.56,93828.2,10425.35592,UPI
SAL0003598,12/23/2022,PROD00129,CUST00504,STR020,9,79449.57,17478.91,61970.66,52055.36,9915.306336,UPI
SAL0007414,12/23/2022,PROD00151,CUST00159,STR049,4,48869.72,5375.67,43494.05,36100.06,7393.988636,Card
SAL0002997,12/24/2022,PROD00032,CUST01262,STR002,8,343262.88,61787.32,281475.56,213921.43,67554.13478,Card
SAL0006689,12/24/2022,PROD00080,CUST02869,STR029,8,3504.64,385.51,3119.13,2089.82,1029.312768,Card
SAL0000169,12/25/2022,PROD00071,CUST02001,STR038,7,84201.6,19366.37,64835.23,53813.24,11021.98944,UPI
SAL0001259,12/25/2022,PROD00024,CUST02066,STR049,1,95203.96,21896.91,73307.05,64510.2,8796.845904,Card
SAL0003448,12/25/2022,PROD00149,CUST02405,STR007,1,17995.03,2699.25,15295.78,11930.7,3365.07061,UPI
SAL0003786,12/25/2022,PROD00006,CUST01885,STR001,8,14145.6,1131.65,13013.95,8719.35,4294.60416,UPI
SAL0007086,12/25/2022,PROD00044,CUST02834,STR018,10,336863.5,50529.53,286333.98,272017.28,14316.69875,UPI
SAL0008397,12/25/2022,PROD00040,CUST01159,STR044,5,30930.4,2783.74,28146.66,26457.86,1688.79984,Cash
SAL0001003,12/26/2022,PROD00045,CUST02422,STR010,5,57620.4,12100.28,45520.12,37326.5,8193.62088,Wallet
SAL0002107,12/26/2022,PROD00128,CUST00565,STR002,7,45142.3,5868.5,39273.8,33775.47,5498.33214,UPI
SAL0003744,12/26/2022,PROD00002,CUST02407,STR046,4,737.48,103.25,634.23,564.47,69.765608,Wallet
SAL0004366,12/26/2022,PROD00153,CUST01599,STR023,3,22585.02,1806.8,20778.22,14336.97,6441.247704,UPI
SAL0008025,12/26/2022,PROD00115,CUST01696,STR015,8,132938.24,22599.5,110338.74,104821.8,5516.93696,Card
SAL0002574,12/27/2022,PROD00075,CUST01240,STR050,2,220.16,22.02,198.14,172.39,25.75872,UPI
SAL0003692,12/27/2022,PROD00043,CUST02035,STR040,7,61254.2,15313.55,45940.65,41346.59,4594.065,UPI
SAL0005282,12/27/2022,PROD00125,CUST01468,STR029,5,15878.8,2540.61,13338.19,8936.59,4401.60336,Wallet
SAL0006407,12/27/2022,PROD00077,CUST01229,STR042,8,4406.24,1101.56,3304.68,2875.07,429.6084,Wallet
SAL0007071,12/27/2022,PROD00016,CUST02650,STR011,7,9597.91,2399.48,7198.43,6694.54,503.890275,UPI
SAL0009136,12/27/2022,PROD00137,CUST01669,STR012,8,14253.12,1995.44,12257.68,10664.18,1593.498816,UPI
SAL0009641,12/27/2022,PROD00147,CUST00828,STR021,5,1435.15,301.38,1133.77,1020.39,113.37685,UPI
SAL0009680,12/27/2022,PROD00021,CUST02144,STR038,3,89539.8,22384.95,67154.85,44993.75,22161.1005,Card
SAL0000718,12/28/2022,PROD00104,CUST01150,STR046,9,103173.84,9285.65,93888.19,82621.61,11266.58333,Card
SAL0002435,12/28/2022,PROD00098,CUST01609,STR033,3,2171.7,282.32,1889.38,1624.87,264.51306,Card
SAL0002846,12/29/2022,PROD00163,CUST00700,STR042,4,15473.56,2321.03,13152.53,11705.75,1446.77786,Wallet
SAL0004101,12/29/2022,PROD00073,CUST02650,STR001,6,249701.16,44946.21,204754.95,176089.26,28665.69317,Card
SAL0005239,12/29/2022,PROD00018,CUST01005,STR024,8,3292.72,559.76,2732.96,2049.72,683.2394,Cash
SAL0008043,12/29/2022,PROD00162,CUST02205,STR018,9,33074.1,6284.08,26790.02,21967.82,4822.20378,UPI
SAL0009781,12/29/2022,PROD00095,CUST01464,STR046,8,11470.88,1605.92,9864.96,8483.86,1381.093952,Cash
SAL0000101,12/30/2022,PROD00087,CUST02463,STR018,10,17374.2,1737.42,15636.78,10789.38,4847.4018,Cash
SAL0000622,12/30/2022,PROD00095,CUST02464,STR023,6,8603.16,1548.57,7054.59,4656.03,2398.561008,UPI
SAL0000713,12/30/2022,PROD00086,CUST00202,STR008,2,2632.54,421.21,2211.33,2100.77,110.56668,UPI
SAL0002638,12/30/2022,PROD00091,CUST02820,STR019,8,11257.44,2701.79,8555.65,7357.86,1197.791616,Wallet
SAL0002730,12/30/2022,PROD00035,CUST02195,STR009,1,73099.72,8771.97,64327.75,55321.87,9005.885504,UPI
SAL0003696,12/30/2022,PROD00078,CUST00630,STR050,1,2061.75,515.44,1546.31,1221.59,324.725625,Card
SAL0004324,12/30/2022,PROD00146,CUST01849,STR004,4,4707.36,423.66,4283.7,3898.16,385.532784,UPI
SAL0009424,12/30/2022,PROD00119,CUST00613,STR032,10,73592.7,16926.32,56666.38,51566.4,5099.97411,Cash
SAL0002728,12/31/2022,PROD00030,CUST01817,STR006,6,74690.28,12697.35,61992.93,58893.29,3099.64662,UPI
SAL0003962,12/31/2022,PROD00107,CUST02043,STR035,4,65804.6,9212.64,56591.96,40746.21,15845.74768,Card
SAL0004424,12/31/2022,PROD00035,CUST01204,STR004,3,219299.16,26315.9,192983.26,160176.11,32807.15434,UPI
SAL0004902,12/31/2022,PROD00078,CUST02732,STR036,8,16494,1814.34,14679.66,12918.1,1761.5592,UPI
SAL0005772,12/31/2022,PROD00030,CUST01807,STR021,9,112035.42,7842.48,104192.94,82312.42,21880.51753,Card
SAL0006270,12/31/2022,PROD00062,CUST00457,STR031,8,82293.84,18104.64,64189.2,55202.71,8986.487328,Cash
SAL0007926,12/31/2022,PROD00153,CUST00703,STR033,2,15056.68,1957.37,13099.31,9038.53,4060.786596,UPI
SAL0007076,1/1/2023,PROD00051,CUST01221,STR040,3,182263.98,40098.08,142165.9,93829.5,48336.4075,Card
SAL0009708,1/1/2023,PROD00148,CUST02533,STR032,4,3157.2,599.87,2557.33,1969.15,588.18636,UPI
SAL0002697,1/2/2023,PROD00055,CUST02148,STR041,9,106124.76,14857.47,91267.29,68450.47,22816.8234,UPI
SAL0003814,1/2/2023,PROD00092,CUST00176,STR048,5,2772.5,221.8,2550.7,1785.49,765.21,UPI
SAL0005609,1/2/2023,PROD00141,CUST02108,STR007,1,1388.5,277.7,1110.8,744.24,366.564,Card
SAL0006520,1/2/2023,PROD00149,CUST02624,STR035,2,35990.06,5038.61,30951.45,21666.02,9285.43548,UPI
SAL0006774,1/2/2023,PROD00066,CUST02666,STR021,5,445858.15,111464.54,334393.61,317673.93,16719.68063,UPI
SAL0006920,1/2/2023,PROD00045,CUST01985,STR007,4,46096.32,6453.48,39642.84,34885.69,4757.140224,Card
SAL0007582,1/2/2023,PROD00153,CUST02665,STR030,9,67755.06,10840.81,56914.25,51222.83,5691.42504,UPI
SAL0007920,1/2/2023,PROD00110,CUST01740,STR018,3,30801.24,2156.09,28645.15,24348.38,4296.77298,Cash
SAL0001088,1/3/2023,PROD00080,CUST01713,STR018,8,3504.64,350.46,3154.18,2870.3,283.87584,Card
SAL0004963,1/3/2023,PROD00073,CUST02133,STR035,6,249701.16,54934.26,194766.9,171394.88,23372.02858,Wallet
SAL0008586,1/3/2023,PROD00053,CUST01127,STR022,6,211592.34,29622.93,181969.41,129198.28,52771.1296,Card
SAL0000279,1/4/2023,PROD00058,CUST00567,STR046,2,113104.66,11310.47,101794.19,91614.77,10179.4194,Card
SAL0007047,1/4/2023,PROD00032,CUST01444,STR011,3,128723.58,21883.01,106840.57,74788.4,32052.17142,UPI
SAL0009910,1/4/2023,PROD00127,CUST01520,STR035,2,3502.4,700.48,2801.92,1877.29,924.6336,Card
SAL0002545,1/5/2023,PROD00170,CUST00049,STR006,2,23856.06,1669.92,22186.14,18858.22,3327.92037,UPI
SAL0003642,1/5/2023,PROD00092,CUST01259,STR030,3,1663.5,182.99,1480.52,1317.66,162.85665,UPI
SAL0005663,1/5/2023,PROD00169,CUST00768,STR003,1,1703.19,204.38,1498.81,1154.08,344.725656,Card
SAL0008523,1/5/2023,PROD00098,CUST00436,STR017,2,1447.8,188.21,1259.59,1058.05,201.53376,Cash
SAL0002066,1/6/2023,PROD00125,CUST02716,STR013,2,6351.52,1524.36,4827.16,3620.37,1206.7888,Card
SAL0002533,1/6/2023,PROD00084,CUST02734,STR039,7,6985.65,1327.27,5658.38,4583.28,1075.091535,Cash
SAL0000414,1/7/2023,PROD00154,CUST01644,STR031,10,208156.7,35386.64,172770.06,131305.25,41464.81464,Card
SAL0003067,1/7/2023,PROD00105,CUST01385,STR032,3,60986.1,8538.05,52448.05,48776.68,3671.36322,Cash
SAL0004581,1/7/2023,PROD00143,CUST02514,STR035,7,4861.78,437.56,4424.22,3362.41,1061.812752,Card
SAL0006710,1/7/2023,PROD00143,CUST02144,STR041,9,6250.86,812.61,5438.25,4622.51,815.73723,UPI
SAL0008058,1/7/2023,PROD00160,CUST02663,STR020,4,89871.72,17075.63,72796.09,67700.37,5095.726524,UPI
SAL0008847,1/7/2023,PROD00074,CUST01043,STR026,8,496445.52,49644.55,446800.97,299356.65,147444.3194,Wallet
SAL0004210,1/8/2023,PROD00112,CUST02383,STR049,4,13133.96,2495.45,10638.51,7553.34,3085.167204,Cash
SAL0007340,1/8/2023,PROD00126,CUST00501,STR050,4,21086.08,1476.03,19610.05,16472.45,3137.608704,UPI
SAL0008289,1/8/2023,PROD00009,CUST00793,STR013,4,2296.24,528.14,1768.1,1520.57,247.534672,UPI
SAL0001878,1/9/2023,PROD00002,CUST01657,STR043,1,184.37,44.25,140.12,120.5,19.616968,UPI
SAL0002126,1/9/2023,PROD00159,CUST02384,STR018,7,41099.38,9452.86,31646.52,29114.8,2531.721808,Cash
SAL0003183,1/9/2023,PROD00042,CUST00512,STR002,9,618429.42,86580.12,531849.3,361657.52,170191.7764,UPI
SAL0003403,1/9/2023,PROD00094,CUST01344,STR028,4,4198.36,545.79,3652.57,3396.89,255.680124,UPI
SAL0004550,1/9/2023,PROD00133,CUST01830,STR042,10,55280.6,3869.64,51410.96,44727.53,6683.42454,Card
SAL0005542,1/9/2023,PROD00053,CUST01022,STR008,5,176326.95,19395.96,156930.99,105143.76,51787.22522,Card
SAL0006429,1/9/2023,PROD00055,CUST00361,STR046,5,58958.2,11202.06,47756.14,34384.42,13371.71976,Cash
SAL0006464,1/9/2023,PROD00035,CUST02961,STR027,3,219299.16,26315.9,192983.26,131228.62,61754.64346,UPI
SAL0007209,1/9/2023,PROD00120,CUST02286,STR030,5,86795.45,9547.5,77247.95,53301.09,23946.86466,UPI
SAL0000651,1/10/2023,PROD00078,CUST00723,STR003,3,6185.25,1298.9,4886.35,3518.17,1368.1773,UPI
SAL0000968,1/10/2023,PROD00063,CUST01021,STR045,4,295778.36,50282.32,245496.04,186576.99,58919.04931,Card
SAL0001914,1/10/2023,PROD00126,CUST00483,STR015,7,36900.64,5535.1,31365.54,27288.02,4077.52072,Wallet
SAL0003539,1/10/2023,PROD00084,CUST02801,STR038,6,5987.7,1437.05,4550.65,2957.92,1592.7282,Card
SAL0004976,1/10/2023,PROD00129,CUST00028,STR008,8,70621.84,9887.06,60734.78,47373.13,13361.65213,UPI
SAL0006964,1/10/2023,PROD00097,CUST01218,STR003,5,7077.9,1061.69,6016.22,4572.32,1443.8916,Card
SAL0007479,1/10/2023,PROD00094,CUST01363,STR036,8,8396.72,2099.18,6297.54,4156.38,2141.1636,Card
SAL0008034,1/10/2023,PROD00006,CUST01912,STR034,2,3536.4,530.46,3005.94,2284.51,721.4256,Cash
SAL0000380,1/11/2023,PROD00096,CUST02312,STR020,3,365.01,91.25,273.76,213.53,60.22665,UPI
SAL0000849,1/11/2023,PROD00131,CUST01130,STR018,2,5157.66,773.65,4384.01,4164.81,219.20055,Card
SAL0003103,1/11/2023,PROD00104,CUST00507,STR005,8,91710.08,22010.42,69699.66,59941.71,9757.952512,Card
SAL0003175,1/11/2023,PROD00033,CUST01840,STR006,5,400912.65,96219.04,304693.61,237661.02,67032.59508,UPI
SAL0009671,1/11/2023,PROD00105,CUST02404,STR045,8,162629.6,34152.22,128477.38,104066.68,24410.70296,Cash
SAL0002626,1/12/2023,PROD00029,CUST02300,STR028,10,653025.4,150195.84,502829.56,362037.28,140792.2762,Cash
SAL0004719,1/12/2023,PROD00123,CUST02472,STR044,9,27510.21,4401.63,23108.58,16869.26,6239.315628,Card
SAL0006342,1/12/2023,PROD00024,CUST01534,STR008,4,380815.84,49506.06,331309.78,291552.61,39757.1737,Card
SAL0009553,1/12/2023,PROD00114,CUST02455,STR001,8,147003.6,13230.32,133773.28,94979.03,38794.25004,UPI
SAL0000565,1/13/2023,PROD00113,CUST01049,STR021,2,4126.64,990.39,3136.25,2289.46,846.786528,UPI
SAL0003079,1/13/2023,PROD00101,CUST01142,STR044,3,42734.01,5128.08,37605.93,34597.45,3008.474304,Card
SAL0004529,1/13/2023,PROD00063,CUST02446,STR002,6,443667.54,84296.83,359370.71,255153.2,104217.5051,Card
SAL0006252,1/13/2023,PROD00044,CUST00362,STR023,4,134745.4,17516.9,117228.5,92610.51,24617.98458,UPI
SAL0006618,1/13/2023,PROD00056,CUST01793,STR012,6,73739.34,14010.47,59728.87,50769.54,8959.32981,Cash
SAL0008905,1/13/2023,PROD00090,CUST00715,STR022,5,6254.4,1250.88,5003.52,4002.82,1000.704,UPI
SAL0000394,1/14/2023,PROD00114,CUST02962,STR046,10,183754.5,29400.72,154353.78,111134.72,43219.0584,Card
SAL0001437,1/14/2023,PROD00149,CUST02862,STR045,1,17995.03,1979.45,16015.58,12492.15,3523.426874,UPI
SAL0003635,1/14/2023,PROD00072,CUST00269,STR039,8,318636.48,41422.74,277213.74,210682.44,66531.29702,Card
SAL0005695,1/14/2023,PROD00109,CUST00822,STR018,4,36440.32,5466.05,30974.27,21681.99,9292.2816,Wallet
SAL0006909,1/14/2023,PROD00015,CUST01755,STR006,4,1917.28,460.15,1457.13,1165.71,291.42656,Wallet
SAL0007295,1/14/2023,PROD00081,CUST01463,STR038,3,2315.43,416.78,1898.65,1272.1,626.555358,Wallet
